,acronym,expansion,language,type,doc_id
1031,VN,Verenigde Naties,nl,out_expansion,Koninklijke_Landmacht
1032,VN,Verenigde Naties,nl,out_expansion,Koninklijke_Landmacht
1033,eFP,enhanced Forward Presence,en,in_expansion,Koninklijke_Landmacht
1034,mm,millimeter,nl,out_expansion,Koninklijke_Landmacht
1035,VHF,Very High Frequency,en,out_expansion,Luchtverkeersleider
1036,VHF,Very High Frequency,en,out_expansion,Luchtverkeersleider
1037,ca.,circa,none_of_above,out_expansion,Luchtverkeersleider
1038,ca.,circa,none_of_above,out_expansion,Luchtverkeersleider
1039,km,kilometer,en,out_expansion,Luchtverkeersleider
1040,MIT,Massachusetts Institute of Technology,en,in_expansion,Massachusetts_Institute_of_Technology
1041,MIT,Massachusetts Institute of Technology,other language,in_expansion,Massachusetts_Institute_of_Technology
1042,UNESCO,"United Nations Educational, Scientific and Cultural Organisation",en,out_expansion,Hoge_commissaris_voor_de_Vluchtelingen
1043,UNHCR,United Nations High Commissioner for Refugees,en,in_expansion,Hoge_commissaris_voor_de_Vluchtelingen
1044,VN,Verenigde Naties,nl,in_expansion,Hoge_commissaris_voor_de_Vluchtelingen
1045,UNESCO,"United Nations Educational, Scientific and Cultural Organisation",en,out_expansion,Hoge_commissaris_voor_de_Vluchtelingen
1046,UNHCR,United Nations High Commissioner for Refugees,en,in_expansion,Hoge_commissaris_voor_de_Vluchtelingen
1047,VN,Verenigde Naties,nl,out_expansion,Hoge_commissaris_voor_de_Vluchtelingen
1048,UNESCO,"United Nations Educational, Scientific and Cultural Organization",en,in_expansion,UNESCO
1049,VN,Verenigde Naties,nl,out_expansion,UNESCO
1050,UNESCO,"United Nations Educational, Scientific and Cultural Organization",nl,in_expansion,UNESCO
1051,CMY,Cyan Magenta Yellow,other language,out_expansion,CMYK
1052,CMYK,"cyan, magenta, yellow, key",en,in_expansion,CMYK
1053,CMY-systeem,"cyan, magenta, yellow, key system",en,in_expansion,CMYK
1054,CMYK,"cyan, magenta, yellow, key",en,in_expansion,CMYK
1055,CMYK-code,"cyan, magenta, yellow, key code",en,in_expansion,CMYK
1056,CMYK-kleurenkubus,"cyan, magenta, yellow, key kleurenkubus",en,in_expansion,CMYK
1057,CPG,consumer packaged goods,en,in_expansion,Fast_moving_consumer_goods
1058,FMCG,Fast-moving consumer goods,en,in_expansion,Fast_moving_consumer_goods
1059,e.d.,en dergelijke,nl,out_expansion,Fast_moving_consumer_goods
1060,CPG,consumer packaged goods,en,in_expansion,Fast_moving_consumer_goods
1061,CPG-term,consumer packaged goods term,en,in_expansion,Fast_moving_consumer_goods
1062,FMCG,Fast-moving consumer goods,en,in_expansion,Fast_moving_consumer_goods
1063,FMCG-categorie,Fast-moving consumer goods categorie,en,in_expansion,Fast_moving_consumer_goods
1064,e.d.,en dergelijke,nl,out_expansion,Fast_moving_consumer_goods
1065,Le Havre AC,Le Havre Athletic Club,en,out_expansion,Florent_Sinama_Pongolle
1066,Liverpool FC,Liverpool Football Club,en,out_expansion,Florent_Sinama_Pongolle
1067,UEFA,Union of European Football Associations,en,out_expansion,Florent_Sinama_Pongolle
1068,AC,Athletic Club,none_of_above,out_expansion,Florent_Sinama_Pongolle
1069,AS,Association Sportive,none_of_above,out_expansion,Florent_Sinama_Pongolle
1070,CS,Club Sport,en,out_expansion,Florent_Sinama_Pongolle
1071,FC,Football Club,en,out_expansion,Florent_Sinama_Pongolle
1072,JS,Jeunesse Sportive,none_of_above,out_expansion,Florent_Sinama_Pongolle
1073,UEFA,Union of European Football Associations,en,out_expansion,Florent_Sinama_Pongolle
1074,EU,Europese Unie,nl,in_expansion,Grote_mogendheid
1075,IMF,Internationaal Monetair Fonds,en,out_expansion,Grote_mogendheid
1076,USSR,Union of Soviet Socialist Republics,en,out_expansion,Grote_mogendheid
1077,VS,Verenigde Staten,nl,in_expansion,Grote_mogendheid
1078,EU,Europese Unie,nl,in_expansion,Grote_mogendheid
1079,IMF,Internationaal Monetair Fonds,en,out_expansion,Grote_mogendheid
1080,USSR,Union of Soviet Socialist Republics,nl,out_expansion,Grote_mogendheid
1081,VS,Verenigde Staten,nl,in_expansion,Grote_mogendheid
1082,KHM,Kinder- und Hausmärchen,none_of_above,in_expansion,Klein_Duimpje
1083,v. Chr.,voor Christus,nl,out_expansion,Klein_Duimpje
1084,v. Chr.,voor Christus,nl,out_expansion,Klein_Duimpje
1085,desktop-pc,desktop personal computer,en,in_expansion,Laptop
1086,ca,circa,en,out_expansion,Laptop
1087,desktop-pc,desktop personal computer,en,out_expansion,Laptop
1088,kg,kilogram,nl,out_expansion,Laptop
1089,pc's,personal computers,en,out_expansion,Laptop
1090,ABC-eilanden,"Aruba, Bonaire, Curaçao eilanden",nl,in_expansion,Curaçao
1091,ANG,Antilliaanse gulden,nl,in_expansion,Curaçao
1092,BNP,Bruto Nationaal Product,nl,out_expansion,Curaçao
1093,CBS,Centraal Bureau voor de Statistiek,nl,out_expansion,Curaçao
1094,CLAS,Commando Landstrijdkrachten,en,in_expansion,Curaçao
1095,CZMCARIB,Commandant der Zeemacht in het Caraïbisch Gebied,nl,in_expansion,Curaçao
1096,DP,Democratische Partij,nl,out_expansion,Curaçao
1097,Dr.,Doctor,nl,out_expansion,Curaçao
1098,EU-brede,Europese Unie-brede,nl,out_expansion,Curaçao
1099,F-15,Fighter-15,en,out_expansion,Curaçao
1100,F-16,Fighter-16,en,out_expansion,Curaçao
1101,FK,Forsa Kòrsou,none_of_above,out_expansion,Curaçao
1102,FOL,Frente Obrero Liberashon,en,out_expansion,Curaçao
1103,HDI,Human Development Index,en,out_expansion,Curaçao
1104,LGO,Landen en Gebieden Overzee,nl,out_expansion,Curaçao
1105,MAN,Movementu Alsa Nashon,none_of_above,out_expansion,Curaçao
1106,MFK,Movementu Futuro Kòrsou,none_of_above,out_expansion,Curaçao
1107,MMC,Mijnmaatschappij Curaçao,en,in_expansion,Curaçao
1108,OAC,Oud Archief Curaçao,nl,out_expansion,Curaçao
1109,PAR,Partido Alternativa Real,none_of_above,out_expansion,Curaçao
1110,PDVSA,Petróleos de Venezuela Sociedad Anónima,none_of_above,out_expansion,Curaçao
1111,PNP,Partido Nashonal di Pueblo,none_of_above,out_expansion,Curaçao
1112,St.,Sint,nl,out_expansion,Curaçao
1113,UNESCO,"United Nations Educational, Scientific and Cultural Organisation",en,out_expansion,Curaçao
1114,US$,United States Dollar,en,out_expansion,Curaçao
1115,VS,Verenigde Staten,en,in_expansion,Curaçao
1116,WIC,West-Indische Compagnie,nl,in_expansion,Curaçao
1117,ca.,circa,nl,out_expansion,Curaçao
1118,mm,millimetre,nl,out_expansion,Curaçao
1119,o.a.,onder andere,nl,out_expansion,Curaçao
1120,v.Chr.,voor Christus,nl,out_expansion,Curaçao
1121,°C,graden celsius,nl,out_expansion,Curaçao
1122,ANG,Antilliaanse gulden,nl,in_expansion,Curaçao
1123,As,tropisch savanneklimaat,nl,in_expansion,Curaçao
1124,BNP,Bruto Nationaal Product,nl,out_expansion,Curaçao
1125,BSh,semi-aride steppeklimaat,nl,in_expansion,Curaçao
1126,CBS,Centraal Bureau voor de Statistiek,nl,out_expansion,Curaçao
1127,CLAS,Commando Landstrijdkrachten,nl,in_expansion,Curaçao
1128,CZMCARIB,Commandant der Zeemacht in het Caraïbisch Gebied,nl,in_expansion,Curaçao
1129,DP,Democratische Partij,nl,out_expansion,Curaçao
1130,Dr.,Doctor,nl,out_expansion,Curaçao
1131,EU,Europese Unie,nl,out_expansion,Curaçao
1132,FOL,Forward Operating Location,en,in_expansion,Curaçao
1133,HDI,Human Development Index,en,out_expansion,Curaçao
1134,LGO,Landen en Gebieden Overzee,nl,out_expansion,Curaçao
1135,MAN,Movementu Alsa Nashon,none_of_above,out_expansion,Curaçao
1136,MFK,Movementu Futuro Kòrsou,none_of_above,out_expansion,Curaçao
1137,MMC,Mijnmaatschappij Curaçao,nl,in_expansion,Curaçao
1138,PAR,Partido Alternativa Real,none_of_above,out_expansion,Curaçao
1139,PDVSA,Petróleos de Venezuela Sociedad Anónima,es,out_expansion,Curaçao
1140,PNP,Partido Nashonal di Pueblo,none_of_above,out_expansion,Curaçao
1141,St.,Sint,en,out_expansion,Curaçao
1142,UNESCO,"United Nations Educational, Scientific and Cultural Organisation",en,out_expansion,Curaçao
1143,US$,United States Dollar,en,out_expansion,Curaçao
1144,VS,Verenigde Staten,en,in_expansion,Curaçao
1145,WIC,West-Indische Compagnie,nl,in_expansion,Curaçao
1146,ca.,circa,nl,out_expansion,Curaçao
1147,m,Meter,nl,out_expansion,Curaçao
1148,o.a.,onder andere,nl,out_expansion,Curaçao
1149,pH,pondus Hydrogenium,none_of_above,out_expansion,Curaçao
1150,v.Chr.,voor Christus,nl,out_expansion,Curaçao
1151,DTC's,Dutch Treasury Certificates,en,in_expansion,Schatkistpapier
1152,DTC's,Dutch Treasury Certificates,en,in_expansion,Schatkistpapier
1153,v.Chr.,voor Christus,nl,out_expansion,Retorica
1154,v.Chr.,voor Christus,nl,out_expansion,Retorica
1155,SARS,Severe Acute Respiratory Syndrome,en,out_expansion,Symptoom
1156,SARS,Severe Acute Respiratory Syndrome,en,out_expansion,Symptoom
1157,COA,Comité Olímpico Arubano,none_of_above,in_expansion,Comité_Olímpico_Arubano
1158,IOC,Internationaal Olympisch Comité,nl,in_expansion,Comité_Olímpico_Arubano
1159,NAOC,Nederlands Antilliaans Olympisch Comité,nl,in_expansion,Comité_Olímpico_Arubano
1160,COA,Comité Olímpico Arubano,none_of_above,in_expansion,Comité_Olímpico_Arubano
1161,IOC,Internationaal Olympisch Comité,nl,in_expansion,Comité_Olímpico_Arubano
1162,NAOC,Nederlands Antilliaans Olympisch Comité,nl,in_expansion,Comité_Olímpico_Arubano
1163,AVOD,Audio Video on Demand,en,in_expansion,Koninklijke_Luchtvaart_Maatschappij
1164,BOAC,British Overseas Airways Corporation,en,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1165,EBC,Europe Business Class,en,in_expansion,Koninklijke_Luchtvaart_Maatschappij
1166,KLM,Koninklijke Luchtvaart Maatschappij,nl,in_expansion,Koninklijke_Luchtvaart_Maatschappij
1167,KNILM,Koninklijke Nederlandsch-Indische Luchtvaart Maatschappij,nl,in_expansion,Koninklijke_Luchtvaart_Maatschappij
1168,NLM,Nederlandse Luchtvaartmaatschappij,nl,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1169,NV,Naamloze Vennootschap,nl,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1170,WBC,World Business Class,en,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1171,AVOD,Audio Video on Demand,en,in_expansion,Koninklijke_Luchtvaart_Maatschappij
1172,DC-10,Douglas Craft-10,en,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1173,DC-2,Douglas Craft-2,en,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1174,DC-3,Douglas Craft-3,en,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1175,DC-8,Douglas Craft-8,en,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1176,DH,De Havilland,nl,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1177,EBC,Europe Business Class,en,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1178,ER,Extended Range,en,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1179,KLM,Koninklijke Luchtvaart Maatschappij,nl,in_expansion,Koninklijke_Luchtvaart_Maatschappij
1180,KLM-kantoor,Koninklijke Luchtvaart Maatschappij kantoor,nl,in_expansion,Koninklijke_Luchtvaart_Maatschappij
1181,KLM-ongeluk,Koninklijke Luchtvaart Maatschappij ongeluk,en,in_expansion,Koninklijke_Luchtvaart_Maatschappij
1182,KLM-piloot,Koninklijke Luchtvaart Maatschappij piloot,en,in_expansion,Koninklijke_Luchtvaart_Maatschappij
1183,KNILM,Koninklijke Nederlandsch-Indische Luchtvaart Maatschappij,nl,in_expansion,Koninklijke_Luchtvaart_Maatschappij
1184,NLM,Nederlandse Luchtvaartmaatschappij,nl,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1185,NV,Naamloze Vennootschap,nl,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1186,VS,Verenigde Staten,en,in_expansion,Koninklijke_Luchtvaart_Maatschappij
1187,WBC,World Business Class,en,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1188,e-mailfunctie,elektronisch mailfunctie,nl,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1189,mr.,meester,nl,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1190,sms,Short Message Service,en,out_expansion,Koninklijke_Luchtvaart_Maatschappij
1191,BBA,Brabantsche Buurtspoorwegen en Autodiensten,nl,out_expansion,Spoorlijn_Boxtel___Wesel
1192,DRG,Deutsche Reichsbahn Gesellschaft,none_of_above,out_expansion,Spoorlijn_Boxtel___Wesel
1193,NBDS,Noord-Brabantsch-Duitsche Spoorweg-Maatschappij,nl,in_expansion,Spoorlijn_Boxtel___Wesel
1194,NS,Nederlandse Spoorwegen,nl,out_expansion,Spoorlijn_Boxtel___Wesel
1195,km,kilometer,nl,in_expansion,Spoorlijn_Boxtel___Wesel
1196,BBA,Brabantsche Buurtspoorwegen en Autodiensten,nl,out_expansion,Spoorlijn_Boxtel___Wesel
1197,DRG,Deutsche Reichsbahn Gesellschaft,none_of_above,out_expansion,Spoorlijn_Boxtel___Wesel
1198,N279,niet-autosnelweg 279,nl,out_expansion,Spoorlijn_Boxtel___Wesel
1199,NBDS,Noord-Brabantsch-Duitsche Spoorweg-Maatschappij,nl,in_expansion,Spoorlijn_Boxtel___Wesel
1200,NS,Nederlandse Spoorwegen,nl,out_expansion,Spoorlijn_Boxtel___Wesel
1201,km,kilometer,nl,in_expansion,Spoorlijn_Boxtel___Wesel
1202,BND,Bundesnachrichtendienst,nl,out_expansion,Central_Intelligence_Agency
1203,BVD,Binnenlandse Veiligheidsdienst,nl,out_expansion,Central_Intelligence_Agency
1204,CIA,Central Intelligence Agency,en,in_expansion,Central_Intelligence_Agency
1205,CIG,Central Intelligence Group,en,in_expansion,Central_Intelligence_Agency
1206,CoS,Chief of Station,en,in_expansion,Central_Intelligence_Agency
1207,D.C.,District of Columbia,en,out_expansion,Central_Intelligence_Agency
1208,DNI,Director of National Intelligence,en,in_expansion,Central_Intelligence_Agency
1209,DO,Directorate of Operations,en,in_expansion,Central_Intelligence_Agency
1210,DP,Directorate of Plans,en,in_expansion,Central_Intelligence_Agency
1211,NRC,Nieuwe Rotterdamsche Courant,nl,out_expansion,Central_Intelligence_Agency
1212,OPC,Office of Policy Coordination,en,in_expansion,Central_Intelligence_Agency
1213,OSO,Office of Special Operations,en,in_expansion,Central_Intelligence_Agency
1214,OSS,Office of Strategic Services,en,in_expansion,Central_Intelligence_Agency
1215,PvdA,Partij van de Arbeid,nl,out_expansion,Central_Intelligence_Agency
1216,VS,Verenigde Staten,nl,out_expansion,Central_Intelligence_Agency
1217,WOB,Wet Openbaarheid van Bestuur,nl,in_expansion,Central_Intelligence_Agency
1218,lsd,Lysergsäure-diäthylamid,none_of_above,out_expansion,Central_Intelligence_Agency
1219,BND,Bundesnachrichtendienst,none_of_above,out_expansion,Central_Intelligence_Agency
1220,BVD,Binnenlandse Veiligheidsdienst,nl,out_expansion,Central_Intelligence_Agency
1221,BVD-medewerker,Binnenlandse Veiligheidsdienst medewerker,nl,out_expansion,Central_Intelligence_Agency
1222,CIA,Central Intelligence Agency,other language,in_expansion,Central_Intelligence_Agency
1223,CIA-agent,Central Intelligence Agency agent,en,in_expansion,Central_Intelligence_Agency
1224,CIA-directeur,Central Intelligence Agency directeur,en,in_expansion,Central_Intelligence_Agency
1225,CIG,Central Intelligence Group,en,in_expansion,Central_Intelligence_Agency
1226,CoS,Chief of Station,en,in_expansion,Central_Intelligence_Agency
1227,Crypto AG,Crypto Arvid Gerhard,en,in_expansion,Central_Intelligence_Agency
1228,D.C.,District of Columbia,en,out_expansion,Central_Intelligence_Agency
1229,DNI,Director of National Intelligence,en,in_expansion,Central_Intelligence_Agency
1230,DO,Directorate of Operations,en,in_expansion,Central_Intelligence_Agency
1231,DP,Directorate of Plans,en,in_expansion,Central_Intelligence_Agency
1232,MI6,Intelligence Service 6,en,out_expansion,Central_Intelligence_Agency
1233,NRC,Nieuwe Rotterdamsche Courant,nl,out_expansion,Central_Intelligence_Agency
1234,OPC,Office of Policy Coordination,en,in_expansion,Central_Intelligence_Agency
1235,OSO,Office of Special Operations,en,in_expansion,Central_Intelligence_Agency
1236,OSS,Office of Strategic Services,en,in_expansion,Central_Intelligence_Agency
1237,PvdA,Partij van de Arbeid,nl,out_expansion,Central_Intelligence_Agency
1238,VS,Verenigde Staten,nl,in_expansion,Central_Intelligence_Agency
1239,WOB,Wet Openbaarheid van Bestuur,en,in_expansion,Central_Intelligence_Agency
1240,lsd,Lysergsäure-diäthylamid,none_of_above,out_expansion,Central_Intelligence_Agency
1241,Art.,Artikel,nl,out_expansion,Ecocide
1242,EU,Europese Unie,nl,out_expansion,Ecocide
1243,Art,Artikel,other language,out_expansion,Ecocide
1244,EU,Europese Unie,en,out_expansion,Ecocide
1245,EU-leden,Europese Unie-leden,en,out_expansion,Ecocide
1246,Art.,Artikel,nl,out_expansion,Ecocide
1247,EU,Europese Unie,nl,out_expansion,Ecocide
1248,Art,Artikel,nl,out_expansion,Ecocide
1249,EU,Europese Unie,nl,out_expansion,Ecocide
1250,CS,centraal station,nl,in_expansion,Centraal_station
1251,HSL,hogesnelheidslijn,nl,out_expansion,Centraal_station
1252,Hbf,Hauptbahnhof,none_of_above,in_expansion,Centraal_station
1253,hl.n.,hlavní nádraží,none_of_above,in_expansion,Centraal_station
1254,CS,centraal station,nl,in_expansion,Centraal_station
1255,HSL-Noord,Hogesnelheidslijn-Noord,nl,out_expansion,Centraal_station
1256,Hbf,Hauptbahnhof,none_of_above,in_expansion,Centraal_station
1257,NS,Nederlandse Spoorwegen,nl,out_expansion,Centraal_station
1258,hl.n.,hlavní nádraží,none_of_above,in_expansion,Centraal_station
1259,F1,Formule 1,nl,in_expansion,Ayrton_Senna
1260,GP,Grand Prix,nl,in_expansion,Ayrton_Senna
1261,HANS,Head and Neck Support system,en,out_expansion,Ayrton_Senna
1262,F1,Formule 1,nl,in_expansion,Ayrton_Senna
1263,F3,Formule 3,nl,out_expansion,Ayrton_Senna
1264,GP,Grand Prix,nl,out_expansion,Ayrton_Senna
1265,HANS,Head and Neck Support system,en,out_expansion,Ayrton_Senna
1266,E.T.,Extra-Terrestrial,en,in_expansion,E.T._the_Extra_Terrestrial
1267,MCA,Music Corporation of America,en,out_expansion,E.T._the_Extra_Terrestrial
1268,USC,University of Southern California,en,out_expansion,E.T._the_Extra_Terrestrial
1269,VHS,Video Home System,en,out_expansion,E.T._the_Extra_Terrestrial
1270,VS,Verenigde Staten,nl,in_expansion,E.T._the_Extra_Terrestrial
1271,o.a.,onder andere,nl,out_expansion,E.T._the_Extra_Terrestrial
1272,Benelux,"België, Nederland en Luxemburg",nl,out_expansion,E.T._the_Extra_Terrestrial
1273,E.T.,Extra-Terrestrial,en,in_expansion,E.T._the_Extra_Terrestrial
1274,MCA,Music Corporation of America,en,out_expansion,E.T._the_Extra_Terrestrial
1275,TV,Televisie,nl,out_expansion,E.T._the_Extra_Terrestrial
1276,USC,University of Southern California,en,out_expansion,E.T._the_Extra_Terrestrial
1277,VHS,Video Home System,en,out_expansion,E.T._the_Extra_Terrestrial
1278,VS,Verenigde Staten,nl,in_expansion,E.T._the_Extra_Terrestrial
1279,WALL•E,Waste Allocation Load Lifter Earth-Class,en,out_expansion,E.T._the_Extra_Terrestrial
1280,o.a.,onder andere,nl,out_expansion,E.T._the_Extra_Terrestrial
1281,IALA,International Association of Lighthouse Authorities,en,out_expansion,IALA_Maritiem_Betonningsstelsel
1282,IALA-stelsel,International Association of Lighthouse Authorities-stelsel,nl,out_expansion,IALA_Maritiem_Betonningsstelsel
1283,IALA-systeem,International Association of Lighthouse Authorities-systeem,nl,out_expansion,IALA_Maritiem_Betonningsstelsel
1284,IMO,International Maritime Organization,en,out_expansion,IALA_Maritiem_Betonningsstelsel
1285,SIGNI-systeem,Signalisation des Voies de Navigations Intérieuré,none_of_above,out_expansion,IALA_Maritiem_Betonningsstelsel
1286,IALA,International Association of Lighthouse Authorities,en,out_expansion,IALA_Maritiem_Betonningsstelsel
1287,IMO,International Maritime Organization,en,out_expansion,IALA_Maritiem_Betonningsstelsel
1288,SIGNI,Signalisation des Voies de Navigations intérieure,none_of_above,out_expansion,IALA_Maritiem_Betonningsstelsel
1289,AEG,Allgemeine Elektricitäts-Gesellschaft,none_of_above,out_expansion,Metro_van_Berlijn
1290,BVG,Berliner Verkehrsbetriebe,none_of_above,in_expansion,Metro_van_Berlijn
1291,DDR,Deutsche Demokratische Republik,none_of_above,out_expansion,Metro_van_Berlijn
1292,GN-Bahn,Gesundbrunnen-Neukölln bahn,none_of_above,in_expansion,Metro_van_Berlijn
1293,M-Bahn,Magnetbahn,none_of_above,out_expansion,Metro_van_Berlijn
1294,S-Bahn,Stadtschnellbahn,none_of_above,out_expansion,Metro_van_Berlijn
1295,U-Bahn,Untergrundbahn,none_of_above,in_expansion,Metro_van_Berlijn
1296,U1,Untergrundbahn 1,none_of_above,in_expansion,Metro_van_Berlijn
1297,U2,Untergrundbahn 2,none_of_above,in_expansion,Metro_van_Berlijn
1298,U3,Untergrundbahn 3,none_of_above,in_expansion,Metro_van_Berlijn
1299,U4,Untergrundbahn 4,none_of_above,in_expansion,Metro_van_Berlijn
1300,U5,Untergrundbahn 5,none_of_above,in_expansion,Metro_van_Berlijn
1301,U6,Untergrundbahn 6,none_of_above,in_expansion,Metro_van_Berlijn
1302,U8,Untergrundbahn 8,none_of_above,in_expansion,Metro_van_Berlijn
1303,VBB,Verkehrsverbund Berlijn-Brandenburg,none_of_above,out_expansion,Metro_van_Berlijn
1304,ZSA,Zugfahrer-Selbstabfertigung,none_of_above,in_expansion,Metro_van_Berlijn
1305,km/h,kilometre per hour,en,out_expansion,Metro_van_Berlijn
1306,EFM,Eight-to-Fourteen Modulation,en,out_expansion,Dvd
1307,GB,gigabyte,nl,in_expansion,Dvd
1308,GiB,gibibyte,en,in_expansion,Dvd
1309,IBM,International Business Machines,en,out_expansion,Dvd
1310,MB,megabyte,en,out_expansion,Dvd
1311,MMCD,MultiMedia Compact Disc,en,out_expansion,Dvd
1312,MiB,Mebibyte,en,out_expansion,Dvd
1313,NEC,Nippon Electric Company,en,out_expansion,Dvd
1314,NTSC,National Television Standards Committee,en,out_expansion,Dvd
1315,PAL,Phase Alternating Line,en,out_expansion,Dvd
1316,SD,SuperDisc,en,in_expansion,Dvd
1317,SI,Système international d'unités,none_of_above,out_expansion,Dvd
1318,VHS,Video Home System,en,out_expansion,Dvd
1319,cd,compact disc,en,in_expansion,Dvd
1320,cd-r,compact disk-recordable,en,out_expansion,Dvd
1321,cd-rom,compact disc read-only memory,en,out_expansion,Dvd
1322,cd-rw,compact disc rewritable,en,out_expansion,Dvd
1323,cm,centimeter,nl,out_expansion,Dvd
1324,dvd,Digital Versatile Disc.,en,in_expansion,Dvd
1325,dvd-r,Digital Versatile Disc-recordable,en,out_expansion,Dvd
1326,dvd-r,Digital Versatile Disc-recordable,en,out_expansion,Dvd
1327,dvd-ram,Digital Versatile Disc - Random Access Memory,en,out_expansion,Dvd
1328,dvd-rom,Digital Versatile Disc read-only memory,en,out_expansion,Dvd
1329,hd,high definition,en,out_expansion,Dvd
1330,rw,rewritable,en,out_expansion,Dvd
1331,vcd,video compact disc,en,out_expansion,Dvd
1332,3-D,3 Dimensies,nl,out_expansion,Dvd
1333,3D,3 Dimensies,nl,out_expansion,Dvd
1334,GB,gigabyte,nl,in_expansion,Dvd
1335,GiB,gibibyte,en,in_expansion,Dvd
1336,IBM,International Business Machines,en,out_expansion,Dvd
1337,MB,megabyte,en,in_expansion,Dvd
1338,MMCD,MultiMedia Compact Disc,en,in_expansion,Dvd
1339,MiB,Mebibyte,en,out_expansion,Dvd
1340,NEC,Nippon Electric Company,en,out_expansion,Dvd
1341,NTSC,National Television Standards Committee,en,out_expansion,Dvd
1342,PAL,Phase Alternating Line,en,out_expansion,Dvd
1343,SD,SuperDisc,en,in_expansion,Dvd
1344,VHS,Video Home System,other language,out_expansion,Dvd
1345,cd,compact disc,en,in_expansion,Dvd
1346,cd-r,compact disk-recordable,en,out_expansion,Dvd
1347,cd-rw,compact disc rewritable,en,out_expansion,Dvd
1348,cm,centimeter,nl,in_expansion,Dvd
1349,dvd,Digital Versatile Disc.,en,in_expansion,Dvd
1350,hd-dvd,hogedefinitie digital versatile disc.,nl,out_expansion,Dvd
1351,vcd,video compact disc,en,out_expansion,Dvd
1352,FIFA,Fédération Internationale de Football Association,none_of_above,out_expansion,Koninklijke_Nederlandse_Voetbalbond
1353,KNVB,Koninklijke Nederlandse Voetbalbond,nl,in_expansion,Koninklijke_Nederlandse_Voetbalbond
1354,NVAB,Nederlandsche Voetbal en Athletiek Bond,nl,in_expansion,Koninklijke_Nederlandse_Voetbalbond
1355,NVB,Nederlandse Voetbalbond,nl,in_expansion,Koninklijke_Nederlandse_Voetbalbond
1356,FIFA,Fédération Internationale de Football Association,none_of_above,out_expansion,Koninklijke_Nederlandse_Voetbalbond
1357,KNVB,Koninklijke Nederlandse Voetbalbond,nl,in_expansion,Koninklijke_Nederlandse_Voetbalbond
1358,NVAB,Nederlandsche Voetbal en Athletiek Bond,nl,in_expansion,Koninklijke_Nederlandse_Voetbalbond
1359,NVB,Nederlandse Voetbalbond,nl,in_expansion,Koninklijke_Nederlandse_Voetbalbond
1360,AT,Audio Technica,en,in_expansion,Platenspeler
1361,EMT,Elektro-Mess-Technik,none_of_above,out_expansion,Platenspeler
1362,JVC,Japan Victor Company,en,out_expansion,Platenspeler
1363,MC,moving coil,en,in_expansion,Platenspeler
1364,MD,magneto-dynamische,nl,in_expansion,Platenspeler
1365,MM-element,moving magnet-element,en,in_expansion,Platenspeler
1366,MP3,Motion Picture 3,en,out_expansion,Platenspeler
1367,REGA,REIph & GAndy,en,out_expansion,Platenspeler
1368,Usb,Universal serial bus,en,out_expansion,Platenspeler
1369,VPI,Vacuum Pressure Impregnation,en,out_expansion,Platenspeler
1370,cd,compact disc,en,out_expansion,Platenspeler
1371,cm,centimeter,nl,out_expansion,Platenspeler
1372,dj's,diskjockeys,en,out_expansion,Platenspeler
1373,dvd-speler,digital versatile disk-speler,en,out_expansion,Platenspeler
1374,i.p.v.,in plaats van,nl,out_expansion,Platenspeler
1375,lp,long play,en,out_expansion,Platenspeler
1376,tpm,toeren per minuut,nl,out_expansion,Platenspeler
1377,AT,Audio Technica,en,in_expansion,Platenspeler
1378,EMT,Elektro-Mess-Technik,none_of_above,out_expansion,Platenspeler
1379,JVC,Japan Victor Company,en,out_expansion,Platenspeler
1380,MC,moving coil,en,in_expansion,Platenspeler
1381,MC-element,Moving Coil-element,en,in_expansion,Platenspeler
1382,MC-transformator,moving coil-transformator,en,in_expansion,Platenspeler
1383,MD,magneto-dynamische,nl,in_expansion,Platenspeler
1384,MM-element,moving magnet-element,en,in_expansion,Platenspeler
1385,MP3,Motion Picture 3,en,out_expansion,Platenspeler
1386,REGA,REIph & GAndy,en,out_expansion,Platenspeler
1387,Usb-platenspelers,Universal serial bus-platenspelers,en,out_expansion,Platenspeler
1388,VPI,Vacuum Pressure Impregnation,en,out_expansion,Platenspeler
1389,cd,compact disc,en,out_expansion,Platenspeler
1390,cd-speler,compact disc-speler,en,out_expansion,Platenspeler
1391,cm,centimeter,nl,out_expansion,Platenspeler
1392,dj's,diskjockeys,en,out_expansion,Platenspeler
